years_experience,education_level,project_count,resume_length,github_activity,shortlisted
0,Bachelors,5,462,129,No
15,Masters,25,613,722,Yes
7,Masters,6,641,235,Yes
12,PhD,18,867,549,Yes
4,Bachelors,12,400,356,No
6,Masters,12,447,331,Yes
1,Bachelors,5,210,0,No
10,Masters,11,572,393,Yes
4,High School,11,374,248,No
5,High School,8,593,289,Yes
9,High School,12,543,335,Yes
5,Bachelors,4,507,207,No
5,Bachelors,8,506,297,Yes
0,Bachelors,4,300,119,No
12,Masters,21,829,576,Yes
5,Bachelors,8,420,359,Yes
2,Bachelors,7,315,160,No
3,Bachelors,4,647,126,No
14,Masters,12,873,490,Yes
0,Masters,11,334,268,No
8,Bachelors,10,552,289,Yes
10,Bachelors,11,790,353,Yes
9,Bachelors,10,468,317,Yes
6,Masters,11,606,272,Yes
9,High School,12,635,513,No
5,Masters,14,539,354,Yes
15,Masters,25,614,657,Yes
3,Masters,13,377,400,Yes
5,Bachelors,11,421,313,Yes
8,Bachelors,19,461,487,Yes
3,Masters,9,217,224,Yes
4,Masters,11,426,266,Yes
4,High School,4,239,66,No
13,Masters,12,806,463,No
8,Bachelors,12,568,314,Yes
0,Bachelors,3,241,32,No
13,PhD,16,588,507,Yes
3,PhD,9,755,247,Yes
13,Bachelors,15,530,569,Yes
7,Bachelors,11,554,301,Yes
14,Masters,15,639,551,Yes
2,Bachelors,7,582,244,No
14,Bachelors,18,792,537,Yes
1,PhD,6,410,226,Yes
13,Bachelors,15,457,456,Yes
5,Masters,12,483,254,Yes
13,Bachelors,16,739,547,Yes
11,Masters,10,658,415,Yes
13,High School,12,554,440,Yes
13,Bachelors,13,900,425,Yes
10,Masters,14,689,456,Yes
4,High School,4,509,261,No
4,Bachelors,6,471,139,No
13,Bachelors,9,733,356,Yes
1,Bachelors,6,150,181,No
2,Bachelors,9,551,149,No
4,Masters,4,360,120,No
12,Masters,16,746,436,Yes
6,Masters,8,361,88,Yes
10,Bachelors,16,635,503,Yes
13,High School,16,774,463,Yes
3,Masters,6,441,134,No
0,Masters,5,239,147,No
8,Bachelors,15,683,481,Yes
7,Masters,20,804,459,Yes
3,Bachelors,8,595,180,No
0,Bachelors,6,414,26,No
0,Bachelors,3,362,0,No
5,Bachelors,8,614,364,No
12,Bachelors,14,779,558,Yes
14,PhD,18,763,487,Yes
11,PhD,17,657,505,Yes
4,Masters,12,455,370,Yes
0,Masters,8,328,191,No
12,Bachelors,16,660,582,Yes
11,Bachelors,12,675,430,Yes
1,Masters,5,443,117,No
14,Masters,15,726,570,Yes
7,Bachelors,12,584,409,Yes
5,High School,11,323,255,Yes
9,Bachelors,11,522,357,Yes
3,Bachelors,6,150,140,No
5,Masters,7,508,190,Yes
1,Bachelors,6,232,75,No
8,Bachelors,11,773,345,Yes
13,Masters,15,781,408,Yes
0,Bachelors,5,426,99,No
4,Masters,7,603,219,Yes
4,Bachelors,3,644,216,No
4,High School,11,591,140,No
13,Masters,21,761,497,Yes
5,Masters,6,543,213,No
7,Masters,8,553,345,Yes
0,High School,3,210,52,No
0,PhD,6,283,113,No
14,High School,10,762,276,Yes
0,Bachelors,4,304,77,No
6,High School,10,660,392,Yes
14,Bachelors,11,797,561,Yes
10,Masters,7,716,376,Yes
3,Masters,6,497,189,No
3,Masters,5,575,148,No
6,Masters,11,385,255,Yes
14,Bachelors,9,889,377,Yes
6,PhD,8,659,173,Yes
10,Bachelors,10,595,393,Yes
15,Bachelors,12,853,396,Yes
5,Masters,14,550,415,Yes
9,Masters,13,605,447,Yes
2,High School,6,207,120,No
11,PhD,10,654,371,Yes
11,Bachelors,20,736,591,Yes
5,High School,9,400,220,No
3,High School,2,487,120,No
3,Masters,5,290,129,No
3,High School,5,387,23,No
7,Bachelors,5,532,279,Yes
7,Bachelors,12,531,306,Yes
9,Masters,9,569,307,Yes
1,High School,3,456,101,No
8,Bachelors,14,418,446,Yes
15,Bachelors,9,822,410,Yes
5,Bachelors,10,521,367,Yes
8,Masters,8,688,299,Yes
6,Masters,8,621,277,Yes
9,Bachelors,12,682,416,Yes
9,Masters,17,831,402,Yes
13,Masters,15,884,498,Yes
13,Masters,12,704,395,Yes
14,Masters,17,804,628,Yes
3,Bachelors,8,422,169,No
10,High School,12,490,337,Yes
5,Masters,10,378,286,Yes
14,Masters,14,604,427,Yes
1,Bachelors,5,288,203,No
2,Bachelors,11,371,157,No
11,Bachelors,11,583,347,Yes
3,High School,6,570,185,No
9,Bachelors,11,679,247,Yes
8,High School,10,503,319,Yes
2,Masters,6,420,57,No
5,Bachelors,11,495,313,No
3,Masters,10,495,249,Yes
2,Bachelors,5,661,217,No
9,Masters,15,805,503,Yes
10,Bachelors,12,732,394,Yes
4,Masters,7,444,144,Yes
12,Bachelors,19,702,610,Yes
0,Masters,7,158,138,No
15,Masters,25,731,639,Yes
0,PhD,3,328,155,No
12,PhD,12,771,469,Yes
10,Bachelors,7,718,306,Yes
0,Masters,8,350,240,No
8,Masters,7,792,360,Yes
3,Bachelors,3,150,71,No
10,Bachelors,11,715,426,Yes
1,High School,8,512,269,No
3,Bachelors,4,462,110,No
7,Bachelors,7,564,325,No
13,Bachelors,10,705,406,Yes
2,Bachelors,7,501,153,No
13,Bachelors,21,880,582,Yes
2,Masters,9,556,228,Yes
6,Masters,11,581,437,Yes
6,Bachelors,8,684,240,Yes
6,Masters,10,607,424,Yes
12,Bachelors,14,575,501,Yes
0,PhD,5,451,123,No
4,Bachelors,12,531,172,No
4,PhD,10,561,233,Yes
5,Bachelors,4,472,199,No
5,High School,8,583,283,No
4,Bachelors,9,493,280,No
0,Masters,6,335,49,No
0,Bachelors,3,407,81,No
5,Bachelors,6,570,222,Yes
14,Bachelors,15,841,577,Yes
10,Masters,12,668,514,Yes
13,High School,12,731,424,Yes
11,Masters,13,659,382,Yes
1,Bachelors,9,384,137,No
2,PhD,9,520,129,No
11,Masters,7,593,384,Yes
13,High School,7,545,274,Yes
14,Bachelors,8,656,396,Yes
15,PhD,17,715,642,Yes
11,Bachelors,17,894,531,Yes
11,Masters,19,701,648,Yes
3,Masters,10,516,208,Yes
14,Masters,17,668,489,Yes
7,Bachelors,12,507,333,Yes
9,PhD,13,699,324,Yes
6,Masters,9,310,310,Yes
0,Masters,2,330,74,No
1,Masters,7,494,55,Yes
4,Masters,9,463,183,Yes
0,Bachelors,7,273,184,No
9,Bachelors,15,741,478,Yes
7,PhD,13,572,374,Yes
7,PhD,11,675,373,Yes
6,High School,9,577,242,Yes
11,Bachelors,15,661,415,Yes
11,Masters,13,659,335,Yes
10,High School,12,605,404,Yes
11,Masters,13,719,503,Yes
10,High School,8,773,265,Yes
13,Masters,18,694,557,Yes
11,Masters,16,642,456,Yes
14,Bachelors,14,860,526,Yes
15,PhD,25,638,671,Yes
8,Bachelors,8,637,294,Yes
10,High School,10,473,344,Yes
10,Masters,15,818,382,Yes
5,Masters,8,514,313,Yes
5,Bachelors,2,461,141,No
14,Bachelors,14,675,475,Yes
5,Masters,10,397,262,Yes
7,Bachelors,16,421,318,Yes
10,Masters,13,541,376,Yes
13,Masters,7,844,290,Yes
4,Bachelors,5,319,311,No
15,High School,19,807,708,Yes
0,Masters,14,250,352,No
11,Masters,11,657,328,Yes
11,Masters,13,458,310,Yes
15,Bachelors,7,900,411,Yes
13,High School,10,665,423,Yes
2,Bachelors,5,473,201,No
1,Masters,10,244,167,No
8,Bachelors,19,897,534,Yes
15,High School,8,644,394,Yes
6,Masters,8,435,251,Yes
1,PhD,14,454,320,Yes
8,Bachelors,16,369,410,Yes
13,Bachelors,8,693,403,Yes
11,Masters,15,448,412,Yes
0,Bachelors,5,388,198,No
9,Bachelors,10,593,208,Yes
9,PhD,20,479,466,Yes
12,Bachelors,13,717,480,Yes
6,Masters,13,573,288,Yes
13,High School,9,690,351,Yes
6,PhD,13,504,365,Yes
5,High School,14,468,426,Yes
14,Masters,16,654,592,Yes
7,Bachelors,13,311,382,Yes
6,Bachelors,8,460,230,Yes
3,Bachelors,6,441,125,No
2,Masters,8,523,253,No
12,Bachelors,9,645,443,Yes
10,Masters,10,599,330,Yes
12,Bachelors,15,791,516,Yes
4,PhD,12,301,337,Yes
2,Bachelors,4,413,80,No
11,Masters,14,675,392,Yes
4,Masters,10,507,215,No
14,Bachelors,8,795,392,Yes
8,Masters,13,813,345,Yes
7,Bachelors,7,900,350,No
11,Masters,12,779,476,Yes
9,Masters,14,642,477,Yes
14,Bachelors,12,812,434,Yes
5,Bachelors,6,469,259,No
8,Bachelors,6,537,247,Yes
2,High School,5,536,114,No
11,Bachelors,8,736,427,Yes
2,Masters,9,329,239,No
9,Bachelors,8,606,296,Yes
13,High School,12,761,484,Yes
0,PhD,7,417,149,No
12,Bachelors,14,597,394,Yes
4,High School,4,599,84,No
15,Masters,16,867,501,Yes
9,Bachelors,6,492,236,Yes
11,Bachelors,13,799,393,Yes
7,Masters,15,594,440,Yes
7,Bachelors,9,538,366,Yes
3,Bachelors,0,439,0,No
2,Masters,7,396,122,Yes
14,Bachelors,16,900,596,Yes
14,Bachelors,17,729,641,Yes
8,Bachelors,12,569,419,Yes
12,PhD,7,719,489,Yes
7,Masters,11,623,279,Yes
5,Bachelors,6,449,232,No
14,Masters,14,860,529,Yes
1,Bachelors,3,452,42,No
14,Bachelors,14,748,527,Yes
13,Bachelors,13,798,503,Yes
14,Masters,13,745,536,Yes
0,Masters,6,229,105,No
12,Bachelors,21,670,638,Yes
5,Bachelors,9,356,207,No
13,Masters,17,900,530,Yes
12,PhD,14,712,433,Yes
5,Bachelors,10,346,255,No
2,Masters,15,404,257,Yes
10,Bachelors,10,627,369,Yes
6,High School,9,423,375,No
0,Masters,5,432,75,No
14,Masters,15,743,431,Yes
0,Bachelors,7,411,127,No
10,Masters,13,556,458,Yes
13,Masters,12,687,506,Yes
13,High School,10,738,456,Yes
5,PhD,10,330,174,No
12,Masters,5,900,300,Yes
15,Bachelors,17,787,564,Yes
9,Masters,19,580,392,Yes
12,Masters,17,545,543,Yes
1,Masters,8,460,198,Yes
2,Bachelors,9,150,119,No
2,Masters,6,483,106,No
7,Bachelors,12,553,416,Yes
1,PhD,5,338,166,No
9,PhD,13,710,458,Yes
12,Masters,21,554,529,Yes
3,High School,7,371,196,No
7,Masters,6,605,188,Yes
14,Bachelors,15,634,535,Yes
3,Bachelors,6,449,124,No
9,Masters,12,705,441,Yes
1,High School,4,459,163,No
2,Bachelors,6,277,117,No
4,Masters,10,421,266,Yes
14,Bachelors,12,714,571,Yes
5,PhD,18,731,506,Yes
7,PhD,12,563,412,Yes
3,Masters,7,369,149,No
6,Masters,7,447,223,Yes
14,PhD,17,900,459,Yes
11,Bachelors,14,765,522,Yes
2,PhD,7,433,182,No
9,Masters,13,507,402,Yes
2,Bachelors,6,489,123,No
2,Masters,6,361,199,No
9,Bachelors,11,620,345,Yes
1,Bachelors,7,593,131,No
1,Masters,11,541,194,No
9,Masters,13,465,375,Yes
6,High School,7,380,311,No
4,Masters,6,336,96,No
13,High School,16,686,495,Yes
4,Bachelors,11,439,314,No
10,Bachelors,8,622,283,Yes
11,Bachelors,13,651,383,Yes
8,Masters,13,384,387,Yes
4,Bachelors,8,375,234,No
13,Bachelors,12,900,303,Yes
11,High School,11,862,343,Yes
7,Bachelors,8,600,270,Yes
5,Masters,10,359,162,Yes
2,Masters,8,250,218,No
5,Masters,10,415,211,Yes
13,High School,13,704,434,Yes
10,Bachelors,6,470,243,Yes
6,Masters,15,326,361,Yes
8,Bachelors,10,766,348,Yes
6,Bachelors,9,484,167,Yes
2,Masters,5,591,41,No
13,Masters,17,852,559,Yes
0,Masters,9,529,190,Yes
11,Masters,9,706,338,Yes
0,High School,2,404,63,No
14,Bachelors,10,740,415,Yes
1,Masters,7,364,188,Yes
11,Masters,10,779,374,Yes
4,High School,7,384,309,No
0,Masters,5,286,97,No
7,Masters,12,373,264,Yes
6,Bachelors,13,577,253,Yes
2,Masters,3,315,148,No
15,Bachelors,20,836,681,Yes
2,Bachelors,2,373,63,No
10,Bachelors,7,673,345,Yes
10,Bachelors,13,583,393,Yes
5,High School,8,605,156,No
9,PhD,11,609,258,Yes
6,Masters,10,556,304,Yes
11,Bachelors,8,732,326,Yes
7,High School,9,567,269,No
14,High School,11,648,413,Yes
11,High School,9,801,342,Yes
15,Masters,23,846,694,Yes
14,PhD,17,900,483,Yes
8,High School,11,532,247,Yes
6,Bachelors,8,548,275,No
9,Masters,13,461,424,Yes
11,Bachelors,15,720,545,Yes
11,Bachelors,17,836,541,Yes
13,Masters,16,729,610,Yes
7,Masters,7,693,190,Yes
1,Masters,4,435,73,No
12,High School,6,633,210,No
6,High School,8,572,218,No
1,Bachelors,7,386,209,No
1,Masters,7,220,130,No
3,Bachelors,12,494,348,Yes
5,High School,4,567,202,No
9,Masters,12,555,376,Yes
3,Masters,10,592,170,No
2,Masters,6,285,49,No
5,Masters,10,526,352,Yes
8,Bachelors,18,637,463,Yes
13,Bachelors,11,644,389,Yes
12,PhD,17,506,488,Yes
3,Masters,12,353,350,Yes
5,Bachelors,10,747,280,Yes
14,Bachelors,18,509,593,Yes
10,High School,14,432,486,Yes
5,High School,6,546,206,Yes
14,PhD,15,690,464,Yes
1,Bachelors,8,150,158,No
15,Bachelors,17,793,534,Yes
5,Bachelors,8,556,242,Yes
8,PhD,23,430,578,Yes
1,High School,4,258,65,No
7,Bachelors,8,664,336,Yes
15,High School,14,737,443,Yes
3,Masters,5,597,330,No
8,Bachelors,9,721,428,Yes
9,Masters,12,662,425,Yes
3,High School,8,412,214,No
14,Masters,12,814,483,Yes
0,Masters,4,150,113,No
10,Masters,10,736,332,Yes
13,Bachelors,18,880,619,Yes
10,Bachelors,10,587,368,Yes
9,Masters,10,621,257,Yes
13,Masters,14,819,383,Yes
10,Bachelors,10,813,372,Yes
7,Masters,6,602,240,No
12,Bachelors,16,621,583,Yes
14,Masters,14,900,512,Yes
15,Bachelors,17,637,502,Yes
6,Bachelors,6,434,192,Yes
15,Masters,12,825,431,Yes
14,Masters,15,725,523,Yes
10,PhD,13,642,337,Yes
6,PhD,13,671,323,Yes
1,Masters,9,277,205,No
8,Masters,12,398,294,Yes
1,Bachelors,4,474,61,No
0,Masters,11,320,243,Yes
2,Masters,11,268,266,Yes
11,Bachelors,12,820,423,Yes
5,Bachelors,6,448,120,No
9,High School,8,836,381,No
11,Masters,16,741,491,Yes
8,Masters,9,621,207,Yes
2,Bachelors,6,265,255,No
13,Bachelors,16,667,637,Yes
13,PhD,12,852,543,Yes
8,Masters,13,407,444,Yes
0,Masters,4,345,171,No
15,PhD,17,741,511,Yes
3,Masters,6,630,89,No
4,High School,6,533,237,No
11,Masters,16,604,434,Yes
12,High School,15,875,422,Yes
2,Bachelors,7,295,200,No
0,Bachelors,5,426,139,No
5,Bachelors,7,418,194,No
1,Masters,5,345,43,No
0,Bachelors,8,275,139,No
4,Masters,9,439,321,Yes
3,Masters,7,363,220,No
14,Bachelors,14,689,505,Yes
3,Bachelors,7,476,195,No
3,Bachelors,7,462,206,No
5,Masters,13,267,176,Yes
0,Bachelors,5,288,133,No
12,PhD,20,768,587,Yes
6,Masters,11,253,237,Yes
13,High School,13,674,400,Yes
10,High School,6,634,332,No
15,Masters,20,874,583,Yes
0,Bachelors,8,362,190,No
13,Bachelors,8,564,321,Yes
7,PhD,8,630,236,Yes
15,High School,11,788,406,Yes
8,Masters,9,678,260,Yes
13,Bachelors,16,888,555,Yes
15,PhD,22,785,669,Yes
6,High School,10,556,305,No
3,Masters,10,549,277,Yes
12,Bachelors,13,742,416,Yes
4,Bachelors,3,456,144,No
12,Masters,8,803,318,Yes
12,Masters,14,604,514,Yes
0,Bachelors,4,183,134,No
3,Masters,11,447,206,No
6,Masters,12,460,370,Yes
6,High School,11,584,372,Yes
15,High School,11,781,404,Yes
7,Bachelors,9,480,273,Yes
15,Bachelors,20,800,630,Yes
5,Bachelors,6,498,169,No
2,Masters,6,261,145,No
0,Bachelors,5,290,16,No
14,Masters,20,773,500,Yes
4,Bachelors,7,424,184,No
0,PhD,7,269,234,Yes
10,High School,15,586,467,Yes
10,Masters,13,738,488,Yes
14,Masters,15,698,489,Yes
13,Bachelors,15,900,439,Yes
11,Bachelors,10,653,247,Yes
2,Masters,10,466,231,No
6,Bachelors,11,413,353,Yes
5,Bachelors,10,520,336,No
2,PhD,9,531,244,Yes
2,Masters,11,276,241,No
15,Masters,14,870,649,Yes
11,Masters,18,635,626,Yes
4,High School,11,288,265,No
4,Bachelors,6,349,202,Yes
4,Bachelors,7,338,170,Yes
5,Bachelors,10,388,245,No
1,High School,1,269,61,No
1,Masters,6,161,80,No
7,Bachelors,9,427,292,No
6,Bachelors,10,407,349,Yes
11,Masters,12,601,422,Yes
0,Bachelors,4,440,83,No
2,Bachelors,10,442,284,Yes
11,Bachelors,23,783,469,Yes
9,Masters,7,706,216,Yes
11,Masters,11,683,379,Yes
15,PhD,14,900,536,Yes
1,Masters,7,278,123,Yes
2,Masters,6,441,118,No
11,High School,7,577,372,Yes
1,Masters,7,187,75,No
14,Bachelors,21,900,670,Yes
12,Masters,17,763,534,Yes
3,Masters,9,284,235,Yes
12,Bachelors,17,705,488,Yes
12,High School,12,800,462,Yes
7,Bachelors,7,278,250,Yes
6,Masters,11,389,365,Yes
15,Masters,16,771,438,Yes
5,Masters,8,543,177,Yes
2,Masters,6,686,101,No
3,Masters,8,355,220,No
12,Bachelors,14,820,608,Yes
11,Masters,15,642,599,Yes
3,Masters,4,448,110,Yes
0,Masters,4,423,55,No
2,Masters,3,375,94,No
12,Masters,10,712,399,Yes
6,Masters,7,525,253,No
13,Bachelors,9,745,340,Yes
3,Masters,13,471,318,Yes
0,Masters,6,366,28,Yes
13,PhD,15,516,434,Yes
11,Masters,15,611,432,Yes
5,PhD,9,406,279,Yes
12,High School,13,642,472,Yes
12,Masters,11,736,357,Yes
8,Masters,7,434,186,Yes
7,Masters,12,729,350,Yes
14,Bachelors,9,799,463,Yes
1,Masters,7,361,188,No
15,Masters,21,789,745,Yes
2,Bachelors,5,235,212,No
6,PhD,12,529,267,Yes
13,Bachelors,23,845,630,Yes
9,Bachelors,11,621,394,Yes
3,PhD,4,264,148,No
11,Masters,15,783,480,Yes
10,Bachelors,11,620,374,Yes
8,Masters,5,427,278,Yes
5,Bachelors,11,436,204,No
11,Bachelors,8,657,233,Yes
1,Bachelors,5,150,101,No
0,PhD,10,207,331,No
13,Bachelors,8,569,395,Yes
10,Masters,15,487,486,Yes
0,PhD,7,450,237,Yes
10,Masters,18,792,524,Yes
1,Bachelors,4,279,84,No
8,Bachelors,12,425,334,Yes
12,Bachelors,13,611,447,Yes
2,Bachelors,9,576,354,No
12,Bachelors,19,596,586,Yes
12,Bachelors,10,685,400,Yes
6,Masters,9,678,286,Yes
10,Bachelors,12,735,423,Yes
14,PhD,19,793,618,Yes
12,Masters,13,763,415,Yes
14,PhD,17,763,516,Yes
12,Masters,14,752,411,Yes
9,Bachelors,16,535,395,Yes
3,Masters,9,440,208,Yes
8,High School,8,636,351,Yes
10,High School,9,733,267,No
11,High School,16,648,453,Yes
14,Bachelors,22,684,557,Yes
13,PhD,25,748,834,Yes
2,Bachelors,5,224,100,No
15,Bachelors,15,900,492,Yes
2,Masters,5,418,104,No
0,High School,7,304,4,No
12,High School,14,781,496,Yes
14,Masters,14,900,475,Yes
9,Bachelors,8,511,278,Yes
0,PhD,8,353,321,Yes
12,Bachelors,13,764,448,Yes
9,Bachelors,8,690,366,Yes
11,Masters,12,678,474,Yes
3,Bachelors,7,453,209,Yes
11,Masters,16,573,444,Yes
10,Masters,5,779,226,Yes
11,Masters,13,720,467,Yes
7,Bachelors,14,689,366,Yes
14,High School,11,704,436,Yes
2,Bachelors,11,421,312,No
0,Bachelors,8,396,162,No
8,Bachelors,10,803,316,No
15,Bachelors,17,753,538,Yes
2,Bachelors,10,397,188,Yes
1,Bachelors,6,521,142,No
4,Bachelors,7,504,128,No
13,Bachelors,21,793,709,Yes
11,Masters,13,557,385,Yes
2,Bachelors,10,162,189,No
8,Masters,16,309,489,Yes
15,Bachelors,14,862,452,Yes
3,Bachelors,13,682,390,No
3,Masters,10,499,182,Yes
1,Masters,5,344,93,Yes
2,Masters,10,452,245,No
14,Masters,7,848,377,Yes
3,High School,7,456,214,No
6,High School,12,561,406,Yes
14,Bachelors,9,897,346,Yes
13,Bachelors,15,899,452,Yes
2,Masters,9,452,306,Yes
10,Masters,13,849,386,Yes
10,Masters,11,665,420,Yes
3,Masters,5,428,215,No
1,Bachelors,8,525,132,No
13,Masters,16,630,447,Yes
2,Bachelors,6,315,155,No
2,Bachelors,8,361,250,No
10,Bachelors,18,728,442,Yes
0,Masters,11,371,240,No
11,Bachelors,16,827,492,Yes
0,Masters,5,291,194,No
2,Bachelors,3,520,76,No
14,Masters,18,761,631,Yes
10,Masters,14,722,508,Yes
6,Masters,8,528,282,Yes
9,Bachelors,15,670,472,Yes
0,Bachelors,6,684,110,No
13,Bachelors,16,852,515,Yes
5,Bachelors,8,574,246,Yes
4,High School,3,276,102,No
14,Bachelors,13,813,428,Yes
9,High School,8,439,319,No
11,Masters,8,623,343,Yes
2,Bachelors,10,528,316,No
15,Bachelors,13,882,455,Yes
7,PhD,12,465,269,Yes
8,Bachelors,6,700,185,No
10,Bachelors,8,772,296,Yes
5,Bachelors,11,446,382,Yes
14,Bachelors,17,735,425,Yes
5,High School,3,655,95,No
0,Bachelors,6,315,55,No
13,Bachelors,14,492,531,Yes
6,High School,8,639,240,No
12,High School,12,819,395,No
14,High School,10,747,373,Yes
2,Bachelors,7,283,248,No
12,Masters,21,657,623,Yes
3,Bachelors,10,366,226,No
8,Bachelors,8,781,229,Yes
9,Bachelors,6,569,245,Yes
14,Bachelors,18,763,502,Yes
2,High School,7,467,124,No
13,Bachelors,16,835,631,Yes
0,Masters,8,186,227,No
15,High School,10,798,429,Yes
12,Bachelors,9,789,365,Yes
3,Masters,6,451,149,Yes
4,Masters,20,417,435,Yes
6,Bachelors,9,788,194,Yes
8,Masters,11,565,329,Yes
3,Masters,11,522,152,No
11,Bachelors,20,749,506,Yes
8,Masters,9,365,387,No
9,Bachelors,7,834,365,Yes
3,Bachelors,4,301,52,No
6,Bachelors,7,426,258,Yes
4,Bachelors,7,404,264,No
14,Bachelors,15,900,447,Yes
2,High School,4,573,44,No
3,Masters,8,426,229,No
8,Bachelors,9,678,178,Yes
10,Masters,15,832,414,Yes
7,Masters,12,587,147,Yes
3,PhD,11,345,209,Yes
14,Bachelors,13,713,557,Yes
1,Bachelors,5,433,116,No
2,Bachelors,5,480,54,No
1,Masters,8,334,75,Yes
3,PhD,9,271,188,No
5,Masters,14,185,379,Yes
3,Bachelors,14,567,280,Yes
4,Bachelors,1,280,177,No
12,Bachelors,13,636,370,Yes
8,High School,13,566,389,Yes
3,Masters,4,423,127,No
1,Bachelors,3,540,0,No
8,PhD,14,625,486,Yes
13,Masters,9,782,431,Yes
12,PhD,16,656,482,Yes
12,PhD,11,590,361,Yes
5,Bachelors,10,583,262,Yes
0,Masters,6,251,165,No
3,Masters,3,356,81,No
7,Bachelors,13,819,228,Yes
11,Bachelors,10,548,310,Yes
15,Bachelors,21,898,620,Yes
9,Masters,16,671,465,Yes
3,Masters,8,466,124,No
11,Bachelors,14,498,411,Yes
11,Masters,12,710,440,Yes
4,Bachelors,4,452,37,No
1,Bachelors,3,452,54,No
13,Bachelors,12,651,440,Yes
10,Bachelors,12,726,385,Yes
1,Bachelors,6,575,91,No
10,Masters,8,569,321,Yes
11,High School,14,611,550,Yes
9,Bachelors,11,620,307,Yes
12,Masters,17,630,569,Yes
7,Masters,7,393,152,No
10,High School,12,853,354,Yes
3,PhD,14,489,219,Yes
0,Masters,5,366,35,No
3,Masters,9,394,190,Yes
7,Masters,11,689,314,Yes
1,PhD,9,417,147,No
15,Bachelors,16,769,626,Yes
0,Masters,5,385,135,No
14,High School,4,899,335,Yes
11,Bachelors,18,795,559,Yes
5,PhD,9,883,323,No
1,Masters,8,219,172,No
5,Bachelors,12,595,296,Yes
0,Masters,5,391,71,No
5,Bachelors,14,225,350,Yes
11,Masters,9,632,486,Yes
1,Bachelors,4,446,68,No
13,Bachelors,18,838,478,Yes
14,Bachelors,15,423,545,Yes
5,High School,6,566,200,No
3,Bachelors,17,406,342,Yes
0,High School,6,150,88,No
6,Bachelors,10,607,327,Yes
14,High School,8,673,312,Yes
2,Bachelors,9,172,179,No
0,Masters,5,339,187,No
8,Bachelors,7,416,176,No
2,Bachelors,8,368,287,Yes
12,Masters,8,483,358,Yes
6,Masters,9,591,389,Yes
9,Bachelors,15,796,469,Yes
0,Masters,6,380,164,No
4,High School,12,531,277,Yes
5,PhD,7,351,165,Yes
8,Bachelors,6,507,227,Yes
5,Bachelors,5,330,216,Yes
11,Bachelors,14,376,542,Yes
2,Masters,5,289,42,No
13,Bachelors,14,900,537,Yes
7,Masters,7,443,224,Yes
3,Masters,8,371,187,No
1,High School,3,452,81,No
7,Bachelors,10,371,284,Yes
11,Bachelors,12,484,447,Yes
3,Bachelors,5,406,96,No
12,Bachelors,14,648,493,Yes
8,Masters,9,557,249,Yes
5,Masters,9,488,168,No
12,Masters,16,755,571,Yes
11,Bachelors,14,708,404,Yes
14,Bachelors,20,823,530,Yes
0,Masters,7,230,118,No
11,Masters,12,733,390,Yes
8,Bachelors,7,553,248,Yes
4,Bachelors,6,460,171,No
15,PhD,19,644,579,Yes
5,Bachelors,4,367,141,Yes
10,Masters,13,717,475,Yes
13,PhD,17,668,561,Yes
7,High School,8,570,315,Yes
13,PhD,24,671,740,Yes
3,Bachelors,5,374,157,No
4,Masters,10,510,361,Yes
5,Masters,11,553,293,Yes
11,Bachelors,18,562,546,Yes
6,Bachelors,13,536,323,Yes
14,Bachelors,11,629,444,Yes
0,Masters,6,375,148,No
3,Bachelors,5,459,115,No
6,Masters,11,695,287,Yes
12,Bachelors,8,735,391,Yes
7,Masters,14,608,345,Yes
15,PhD,13,893,446,Yes
12,High School,13,695,429,Yes
7,PhD,9,577,196,Yes
7,Bachelors,10,729,384,Yes
0,Masters,4,369,136,No
8,High School,6,487,344,No
12,Bachelors,16,876,467,Yes
8,PhD,15,650,444,Yes
1,Bachelors,7,181,260,No
11,Masters,14,900,464,Yes
6,Masters,11,562,260,Yes
5,Bachelors,9,473,149,No
14,PhD,13,781,361,Yes
5,Bachelors,10,536,326,Yes
8,Bachelors,9,474,370,Yes
12,Bachelors,22,813,639,Yes
13,High School,9,564,342,Yes
10,Bachelors,9,712,380,Yes
7,Masters,9,416,329,Yes
4,Masters,5,343,127,No
4,Bachelors,7,716,311,No
13,Masters,13,727,462,Yes
9,Bachelors,11,524,278,Yes
15,Masters,14,798,537,Yes
13,Masters,17,630,604,Yes
8,High School,7,553,164,Yes
10,PhD,9,623,391,Yes
4,High School,6,260,228,No
6,PhD,16,297,501,Yes
6,PhD,12,647,254,Yes
13,Bachelors,16,694,574,Yes
0,PhD,5,404,60,No
1,Bachelors,4,527,0,No
9,Masters,15,591,407,Yes
2,Bachelors,3,399,93,No
9,Bachelors,12,672,325,Yes
7,Bachelors,7,485,201,Yes
8,Masters,11,633,328,Yes
14,Masters,12,520,570,Yes
15,Bachelors,15,778,502,Yes
5,Bachelors,14,372,430,No
7,Masters,11,326,396,Yes
3,High School,4,488,0,No
14,Bachelors,21,854,590,Yes
3,Masters,7,354,230,No
6,Masters,8,564,226,Yes
15,Bachelors,16,853,581,Yes
6,High School,5,497,203,No
2,Masters,8,411,233,No
13,PhD,25,733,670,Yes
6,Masters,11,593,245,Yes
7,Masters,8,589,198,Yes
7,Bachelors,12,539,260,Yes
11,Masters,12,719,336,Yes
9,Masters,17,741,575,Yes
15,Masters,19,864,632,Yes
